2, 5.440000677481294e-06, 4.2800093069672585e-06, 1.9269937183707952e-06, 2.5609915610402822e-06
4, 3.723980626091361e-06, 6.876012776046991e-06, 4.472007276490331e-06, 6.2820035964250565e-06
8, 4.546978743746877e-06, 1.56559981405735e-05, 9.898998541757464e-06, 1.7565995221957564e-05
16, 6.218004273250699e-06, 4.0633982280269265e-05, 2.6458001229912043e-05, 5.856598727405071e-05
32, 9.949988452717662e-06, 0.00014739000471308827, 7.685599848628044e-05, 0.00020034500630572438
64, 1.5900994185358286e-05, 0.0005389779980760068, 0.00026098001399077475, 0.0008068819879554212
128, 3.163699875585735e-05, 0.0019648140005301684, 0.0011171669757459313, 0.003200658014975488
256, 7.165400893427432e-05, 0.008323474001372233, 0.003817321005044505, 0.012356160004856065
512, 0.00013107300037518144, 0.03487011700053699, 0.01705389897688292, 0.058128725009737536
1024, 0.00022260000696405768, 0.14802778599550948, 0.07547112798783928, 0.22663913399446756
2048, 0.0005440780078060925, 0.6248134259949438, 0.29665697799646296, 0.9098073900095187
4096, 0.0009441220026928931, 2.4015798770124093, 1.180914450000273, 3.6925573439802974
